,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,profit_USD,year,month,day_of_week
64,2011-01-03 19:00:00,spring,0,1,clear,8.2,12.88,47,0.0,8,102,110,1131.4358447488585,2011,January,Monday
65,2011-01-03 20:00:00,spring,0,1,clear,8.2,11.365,47,7.0015,3,49,52,523.9233447488584,2011,January,Monday
66,2011-01-03 21:00:00,spring,0,1,clear,7.38,9.85,64,8.9981,3,49,52,523.9233447488584,2011,January,Monday
67,2011-01-03 22:00:00,spring,0,1,clear,5.74,7.575,69,8.9981,0,20,20,185.38584474885846,2011,January,Monday
68,2011-01-03 23:00:00,spring,0,1,clear,7.38,10.605,55,7.0015,1,11,12,125.09834474885845,2011,January,Monday
69,2011-01-04 00:00:00,spring,0,1,clear,6.56,9.09,55,7.0015,0,5,5,46.260844748858446,2011,January,Tuesday
70,2011-01-04 01:00:00,spring,0,1,clear,6.56,9.09,59,7.0015,0,2,2,18.435844748858447,2011,January,Tuesday
71,2011-01-04 02:00:00,spring,0,1,clear,5.74,7.575,63,8.9981,0,1,1,9.160844748858448,2011,January,Tuesday
72,2011-01-04 04:00:00,spring,0,1,clear,5.74,9.09,63,6.0032,0,2,2,18.435844748858447,2011,January,Tuesday
73,2011-01-04 05:00:00,spring,0,1,clear,4.92,7.575,68,7.0015,0,4,4,36.98584474885845,2011,January,Tuesday
74,2011-01-04 06:00:00,spring,0,1,clear,4.92,7.575,74,7.0015,0,36,36,333.78584474885844,2011,January,Tuesday
75,2011-01-04 07:00:00,spring,0,1,clear,4.92,7.575,74,8.9981,2,92,94,899.5608447488584,2011,January,Tuesday
76,2011-01-04 08:00:00,spring,0,1,clear,5.74,7.575,69,11.0014,2,177,179,1687.9358447488585,2011,January,Tuesday
77,2011-01-04 09:00:00,spring,0,1,clear,6.56,7.575,64,15.0013,2,98,100,955.2108447488584,2011,January,Tuesday
78,2011-01-04 10:00:00,spring,0,1,cloudy,6.56,6.82,69,22.0028,5,37,42,458.99834474885847,2011,January,Tuesday
79,2011-01-04 11:00:00,spring,0,1,clear,9.02,10.605,51,19.9995,7,50,57,625.9483447488584,2011,January,Tuesday
80,2011-01-04 12:00:00,spring,0,1,clear,9.02,11.365,51,11.0014,12,66,78,890.2858447488584,2011,January,Tuesday
81,2011-01-04 13:00:00,spring,0,1,clear,9.84,11.365,56,12.998,18,79,97,1149.9858447488584,2011,January,Tuesday
82,2011-01-04 14:00:00,spring,0,1,clear,10.66,12.88,52,15.0013,9,54,63,709.4233447488584,2011,January,Tuesday
83,2011-01-04 15:00:00,spring,0,1,clear,11.48,13.635,52,16.9979,17,48,65,839.2733447488584,2011,January,Tuesday
84,2011-01-04 16:00:00,spring,0,1,clear,12.3,14.395,49,16.9979,15,68,83,978.3983447488584,2011,January,Tuesday
85,2011-01-04 17:00:00,spring,0,1,clear,11.48,13.635,48,15.0013,10,202,212,2105.3108447488585,2011,January,Tuesday
86,2011-01-04 18:00:00,spring,0,1,clear,10.66,12.88,48,12.998,3,179,182,1729.6733447488584,2011,January,Tuesday
87,2011-01-04 19:00:00,spring,0,1,clear,9.84,12.88,48,7.0015,2,110,112,1066.5108447488585,2011,January,Tuesday
88,2011-01-04 20:00:00,spring,0,1,clear,9.84,12.88,48,7.0015,1,53,54,514.6483447488584,2011,January,Tuesday
89,2011-01-04 21:00:00,spring,0,1,clear,9.02,13.635,64,0.0,0,48,48,445.08584474885845,2011,January,Tuesday
90,2011-01-04 22:00:00,spring,0,1,clear,9.02,12.88,64,6.0032,1,34,35,338.4233447488585,2011,January,Tuesday
91,2011-01-04 23:00:00,spring,0,1,clear,8.2,11.365,69,6.0032,2,9,11,129.73584474885845,2011,January,Tuesday
92,2011-01-05 00:00:00,spring,0,1,clear,8.2,12.88,64,0.0,0,6,6,55.535844748858445,2011,January,Wednesday
93,2011-01-05 01:00:00,spring,0,1,clear,6.56,9.85,74,6.0032,0,6,6,55.535844748858445,2011,January,Wednesday
94,2011-01-05 02:00:00,spring,0,1,clear,6.56,9.85,74,6.0032,0,2,2,18.435844748858447,2011,January,Wednesday
95,2011-01-05 04:00:00,spring,0,1,clear,9.84,11.365,48,15.0013,0,2,2,18.435844748858447,2011,January,Wednesday
96,2011-01-05 05:00:00,spring,0,1,clear,9.02,11.365,47,11.0014,0,3,3,27.710844748858445,2011,January,Wednesday
97,2011-01-05 06:00:00,spring,0,1,clear,8.2,9.85,47,15.0013,0,33,33,305.96084474885845,2011,January,Wednesday
98,2011-01-05 07:00:00,spring,0,1,clear,7.38,9.09,43,12.998,1,87,88,829.9983447488584,2011,January,Wednesday
99,2011-01-05 08:00:00,spring,0,1,clear,8.2,9.09,40,19.9995,3,192,195,1850.2483447488585,2011,January,Wednesday
100,2011-01-05 09:00:00,spring,0,1,clear,9.02,9.85,37,22.0028,6,109,115,1149.9858447488584,2011,January,Wednesday
101,2011-01-05 10:00:00,spring,0,1,clear,9.02,9.85,37,22.0028,4,53,57,584.2108447488584,2011,January,Wednesday
102,2011-01-05 11:00:00,spring,0,1,clear,10.66,11.365,33,22.0028,12,34,46,593.4858447488584,2011,January,Wednesday
103,2011-01-05 12:00:00,spring,0,1,clear,10.66,11.365,33,22.0028,5,74,79,802.1733447488584,2011,January,Wednesday
104,2011-01-05 13:00:00,spring,0,1,clear,11.48,12.88,30,19.9995,6,65,71,741.8858447488584,2011,January,Wednesday
105,2011-01-05 14:00:00,spring,0,1,clear,12.3,14.395,28,12.998,10,52,62,714.0608447488584,2011,January,Wednesday
106,2011-01-05 15:00:00,spring,0,1,clear,12.3,14.395,28,12.998,7,55,62,672.3233447488584,2011,January,Wednesday
107,2011-01-05 16:00:00,spring,0,1,clear,12.3,15.91,28,6.0032,4,85,89,881.0108447488584,2011,January,Wednesday
108,2011-01-05 17:00:00,spring,0,1,clear,9.84,11.365,38,12.998,4,186,190,1817.7858447488586,2011,January,Wednesday
109,2011-01-05 18:00:00,spring,0,1,clear,9.84,12.12,38,8.9981,3,166,169,1609.0983447488586,2011,January,Wednesday
110,2011-01-05 19:00:00,spring,0,1,clear,9.84,12.88,38,7.0015,5,127,132,1293.7483447488585,2011,January,Wednesday
111,2011-01-05 20:00:00,spring,0,1,clear,9.02,11.365,47,11.0014,7,82,89,922.7483447488584,2011,January,Wednesday
112,2011-01-05 21:00:00,spring,0,1,clear,8.2,9.85,51,12.998,3,40,43,440.44834474885846,2011,January,Wednesday
113,2011-01-05 22:00:00,spring,0,1,clear,7.38,9.85,55,8.9981,1,41,42,403.34834474885844,2011,January,Wednesday
114,2011-01-05 23:00:00,spring,0,1,clear,8.2,12.88,47,0.0,1,18,19,190.02334474885845,2011,January,Wednesday
115,2011-01-06 00:00:00,spring,0,1,clear,7.38,12.12,55,0.0,0,11,11,101.91084474885845,2011,January,Thursday
116,2011-01-06 01:00:00,spring,0,1,clear,6.56,11.365,64,0.0,0,4,4,36.98584474885845,2011,January,Thursday
117,2011-01-06 02:00:00,spring,0,1,clear,6.56,11.365,64,0.0,0,2,2,18.435844748858447,2011,January,Thursday
118,2011-01-06 04:00:00,spring,0,1,cloudy,6.56,9.85,64,6.0032,0,1,1,9.160844748858448,2011,January,Thursday
119,2011-01-06 05:00:00,spring,0,1,cloudy,5.74,9.09,69,6.0032,0,4,4,36.98584474885845,2011,January,Thursday
120,2011-01-06 06:00:00,spring,0,1,cloudy,5.74,8.335,63,7.0015,0,36,36,333.78584474885844,2011,January,Thursday
121,2011-01-06 07:00:00,spring,0,1,cloudy,6.56,11.365,59,0.0,0,95,95,881.0108447488584,2011,January,Thursday
122,2011-01-06 08:00:00,spring,0,1,clear,6.56,11.365,59,0.0,3,216,219,2072.8483447488584,2011,January,Thursday
123,2011-01-06 09:00:00,spring,0,1,cloudy,7.38,12.12,51,0.0,6,116,122,1214.9108447488586,2011,January,Thursday
124,2011-01-06 10:00:00,spring,0,1,clear,8.2,12.88,47,0.0,3,42,45,458.99834474885847,2011,January,Thursday
125,2011-01-06 11:00:00,spring,0,1,clear,9.02,12.88,44,6.0032,2,57,59,574.9358447488584,2011,January,Thursday
126,2011-01-06 12:00:00,spring,0,1,clear,10.66,14.395,35,0.0,6,78,84,862.4608447488584,2011,January,Thursday
127,2011-01-06 13:00:00,spring,0,1,clear,10.66,13.635,35,7.0015,12,55,67,788.2608447488584,2011,January,Thursday
128,2011-01-06 14:00:00,spring,0,1,clear,11.48,13.635,36,11.0014,11,59,70,802.1733447488584,2011,January,Thursday
129,2011-01-06 15:00:00,spring,0,1,clear,11.48,13.635,36,0.0,8,54,62,686.2358447488584,2011,January,Thursday
130,2011-01-06 16:00:00,spring,0,1,clear,10.66,12.88,38,11.0014,12,74,86,964.4858447488584,2011,January,Thursday
131,2011-01-06 17:00:00,spring,0,1,clear,9.02,11.365,51,11.0014,9,163,172,1720.3983447488586,2011,January,Thursday
132,2011-01-06 18:00:00,spring,0,1,clear,9.02,11.365,51,8.9981,5,158,163,1581.2733447488586,2011,January,Thursday
133,2011-01-06 19:00:00,spring,0,1,clear,9.02,12.88,55,6.0032,3,109,112,1080.4233447488584,2011,January,Thursday
134,2011-01-06 20:00:00,spring,0,1,clear,8.2,10.605,51,11.0014,3,66,69,681.5983447488584,2011,January,Thursday
135,2011-01-06 21:00:00,spring,0,1,cloudy,9.02,10.605,55,15.0013,0,48,48,445.08584474885845,2011,January,Thursday
136,2011-01-06 22:00:00,spring,0,1,cloudy,9.02,10.605,51,19.0012,1,51,52,496.09834474885844,2011,January,Thursday
137,2011-01-06 23:00:00,spring,0,1,cloudy,8.2,9.85,59,12.998,4,19,23,268.8608447488585,2011,January,Thursday
138,2011-01-07 00:00:00,spring,0,1,cloudy,8.2,9.85,64,12.998,4,13,17,213.21084474885845,2011,January,Friday
139,2011-01-07 01:00:00,spring,0,1,cloudy,8.2,9.85,69,15.0013,2,5,7,92.63584474885845,2011,January,Friday
140,2011-01-07 02:00:00,spring,0,1,cloudy,8.2,9.85,69,15.0013,0,1,1,9.160844748858448,2011,January,Friday
141,2011-01-07 04:00:00,spring,0,1,cloudy,8.2,10.605,69,8.9981,0,1,1,9.160844748858448,2011,January,Friday
142,2011-01-07 05:00:00,spring,0,1,light rain,9.02,13.635,55,0.0,0,5,5,46.260844748858446,2011,January,Friday
143,2011-01-07 06:00:00,spring,0,1,cloudy,8.2,12.88,69,0.0,8,26,34,426.53584474885844,2011,January,Friday
144,2011-01-07 07:00:00,spring,0,1,clear,8.2,10.605,69,8.9981,8,76,84,890.2858447488584,2011,January,Friday
145,2011-01-07 08:00:00,spring,0,1,clear,8.2,9.85,51,16.9979,20,190,210,2225.8858447488583,2011,January,Friday
146,2011-01-07 09:00:00,spring,0,1,clear,8.2,9.09,47,19.9995,9,125,134,1367.9483447488585,2011,January,Friday
147,2011-01-07 10:00:00,spring,0,1,clear,9.02,9.85,37,22.0028,16,47,63,806.8108447488584,2011,January,Friday
148,2011-01-07 11:00:00,spring,0,1,cloudy,8.2,9.85,40,15.0013,19,48,67,885.6483447488584,2011,January,Friday
149,2011-01-07 12:00:00,spring,0,1,cloudy,8.2,9.85,37,16.9979,9,50,59,672.3233447488584,2011,January,Friday
150,2011-01-07 13:00:00,spring,0,1,cloudy,8.2,9.09,37,19.0012,9,64,73,802.1733447488584,2011,January,Friday
151,2011-01-07 14:00:00,spring,0,1,cloudy,8.2,9.85,40,16.9979,7,43,50,561.0233447488584,2011,January,Friday
152,2011-01-07 15:00:00,spring,0,1,cloudy,8.2,10.605,37,11.0014,9,63,72,792.8983447488584,2011,January,Friday
153,2011-01-07 16:00:00,spring,0,1,cloudy,8.2,10.605,37,11.0014,5,82,87,876.3733447488584,2011,January,Friday
154,2011-01-07 17:00:00,spring,0,1,cloudy,8.2,12.88,37,0.0,9,178,187,1859.5233447488586,2011,January,Friday
155,2011-01-07 18:00:00,spring,0,1,clear,8.2,11.365,40,6.0032,7,116,123,1238.0983447488586,2011,January,Friday
156,2011-01-07 19:00:00,spring,0,1,clear,6.56,9.85,55,6.0032,3,92,95,922.7483447488584,2011,January,Friday
157,2011-01-07 20:00:00,spring,0,1,clear,7.38,10.605,47,7.0015,1,50,51,486.82334474885846,2011,January,Friday
158,2011-01-07 21:00:00,spring,0,1,clear,7.38,9.85,47,8.9981,0,39,39,361.6108447488585,2011,January,Friday
159,2011-01-07 22:00:00,spring,0,1,cloudy,7.38,9.85,43,11.0014,2,34,36,361.6108447488585,2011,January,Friday
160,2011-01-07 23:00:00,spring,0,1,cloudy,7.38,9.85,51,11.0014,1,14,15,152.92334474885845,2011,January,Friday
161,2011-01-08 00:00:00,spring,0,0,cloudy,7.38,9.85,51,11.0014,1,24,25,245.67334474885845,2011,January,Saturday
162,2011-01-08 01:00:00,spring,0,0,cloudy,7.38,10.605,55,6.0032,1,15,16,162.19834474885846,2011,January,Saturday
163,2011-01-08 02:00:00,spring,0,0,cloudy,7.38,12.12,55,0.0,3,13,16,190.02334474885845,2011,January,Saturday
164,2011-01-08 03:00:00,spring,0,0,light rain,7.38,9.85,55,11.0014,0,7,7,64.81084474885844,2011,January,Saturday
165,2011-01-08 04:00:00,spring,0,0,light rain,7.38,9.85,55,11.0014,0,1,1,9.160844748858448,2011,January,Saturday
166,2011-01-08 05:00:00,spring,0,0,cloudy,6.56,8.335,74,11.0014,0,5,5,46.260844748858446,2011,January,Saturday
167,2011-01-08 06:00:00,spring,0,0,cloudy,6.56,8.335,74,11.0014,0,2,2,18.435844748858447,2011,January,Saturday
168,2011-01-08 07:00:00,spring,0,0,cloudy,6.56,9.09,74,7.0015,1,8,9,97.27334474885845,2011,January,Saturday
169,2011-01-08 08:00:00,spring,0,0,light rain,6.56,9.09,93,7.0015,0,15,15,139.01084474885846,2011,January,Saturday
170,2011-01-08 09:00:00,spring,0,0,light rain,6.56,9.09,93,7.0015,0,20,20,185.38584474885846,2011,January,Saturday
171,2011-01-08 10:00:00,spring,0,0,cloudy,7.38,9.85,80,11.0014,5,56,61,635.2233447488584,2011,January,Saturday
172,2011-01-08 11:00:00,spring,0,0,cloudy,8.2,9.09,69,26.0027,2,60,62,602.7608447488584,2011,January,Saturday
173,2011-01-08 12:00:00,spring,0,0,cloudy,8.2,9.09,59,23.9994,8,90,98,1020.1358447488584,2011,January,Saturday
174,2011-01-08 13:00:00,spring,0,0,clear,8.2,9.09,44,22.0028,7,95,102,1043.3233447488585,2011,January,Saturday
175,2011-01-08 14:00:00,spring,0,0,clear,8.2,8.335,32,32.9975,12,83,95,1047.9608447488586,2011,January,Saturday
176,2011-01-08 15:00:00,spring,0,0,clear,8.2,8.335,32,30.0026,5,69,74,755.7983447488584,2011,January,Saturday
177,2011-01-08 16:00:00,spring,0,0,clear,7.38,6.82,29,30.0026,8,68,76,816.0858447488584,2011,January,Saturday
178,2011-01-08 17:00:00,spring,0,0,clear,6.56,6.06,37,36.9974,5,64,69,709.4233447488584,2011,January,Saturday
179,2011-01-08 18:00:00,spring,0,0,clear,5.74,6.06,39,19.9995,3,52,55,551.7483447488584,2011,January,Saturday
180,2011-01-08 19:00:00,spring,0,0,clear,5.74,6.06,36,16.9979,4,26,30,333.78584474885844,2011,January,Saturday
181,2011-01-08 20:00:00,spring,0,0,clear,4.92,6.06,36,16.9979,0,28,28,259.58584474885845,2011,January,Saturday
182,2011-01-08 21:00:00,spring,0,0,clear,4.92,5.305,39,23.9994,2,35,37,370.88584474885846,2011,January,Saturday
183,2011-01-08 22:00:00,spring,0,0,clear,4.92,5.305,36,26.0027,1,33,34,329.14834474885845,2011,January,Saturday
184,2011-01-08 23:00:00,spring,0,0,clear,4.1,3.03,39,30.0026,0,22,22,203.93584474885847,2011,January,Saturday
185,2011-01-09 00:00:00,spring,0,0,clear,4.1,3.79,42,26.0027,1,24,25,245.67334474885845,2011,January,Sunday
186,2011-01-09 01:00:00,spring,0,0,clear,4.1,3.03,42,31.0009,0,12,12,111.18584474885844,2011,January,Sunday
187,2011-01-09 02:00:00,spring,0,0,clear,4.1,3.03,46,31.0009,0,11,11,101.91084474885845,2011,January,Sunday
188,2011-01-09 03:00:00,spring,0,0,clear,4.1,3.79,46,27.9993,0,4,4,36.98584474885845,2011,January,Sunday
189,2011-01-09 04:00:00,spring,0,0,clear,3.28,4.545,53,12.998,0,1,1,9.160844748858448,2011,January,Sunday
190,2011-01-09 05:00:00,spring,0,0,clear,3.28,4.545,53,12.998,0,1,1,9.160844748858448,2011,January,Sunday
191,2011-01-09 06:00:00,spring,0,0,clear,4.1,4.545,49,19.0012,0,1,1,9.160844748858448,2011,January,Sunday
192,2011-01-09 07:00:00,spring,0,0,clear,3.28,4.545,53,12.998,1,5,6,69.44834474885845,2011,January,Sunday
193,2011-01-09 08:00:00,spring,0,0,clear,4.1,4.545,49,19.0012,0,10,10,92.63584474885845,2011,January,Sunday
194,2011-01-09 09:00:00,spring,0,0,clear,4.92,3.79,46,35.0008,0,19,19,176.11084474885845,2011,January,Sunday
195,2011-01-09 10:00:00,spring,0,0,clear,5.74,5.305,43,26.0027,0,49,49,454.3608447488585,2011,January,Sunday
196,2011-01-09 11:00:00,spring,0,0,clear,6.56,6.06,40,35.0008,2,47,49,482.18584474885847,2011,January,Sunday
197,2011-01-09 12:00:00,spring,0,0,clear,7.38,6.82,37,30.0026,4,79,83,825.3608447488584,2011,January,Sunday
198,2011-01-09 13:00:00,spring,0,0,clear,8.2,8.335,34,30.0026,6,69,75,778.9858447488584,2011,January,Sunday
199,2011-01-09 14:00:00,spring,0,0,clear,9.02,9.09,32,31.0009,8,64,72,778.9858447488584,2011,January,Sunday
200,2011-01-09 15:00:00,spring,0,0,clear,9.02,9.85,35,23.9994,5,77,82,829.9983447488584,2011,January,Sunday
201,2011-01-09 16:00:00,spring,0,0,clear,8.2,8.335,34,30.0026,13,79,92,1034.0483447488584,2011,January,Sunday
202,2011-01-09 17:00:00,spring,0,0,clear,7.38,7.575,37,26.0027,3,59,62,616.6733447488584,2011,January,Sunday
203,2011-01-09 18:00:00,spring,0,0,clear,6.56,6.82,40,22.0028,4,44,48,500.7358447488585,2011,January,Sunday
204,2011-01-09 19:00:00,spring,0,0,clear,6.56,6.82,43,22.0028,1,40,41,394.07334474885846,2011,January,Sunday
205,2011-01-09 20:00:00,spring,0,0,clear,5.74,6.06,46,16.9979,0,38,38,352.33584474885845,2011,January,Sunday
206,2011-01-09 21:00:00,spring,0,0,clear,5.74,5.305,46,27.9993,1,19,20,199.29834474885845,2011,January,Sunday
207,2011-01-09 22:00:00,spring,0,0,clear,5.74,6.06,46,19.9995,5,10,15,208.57334474885846,2011,January,Sunday
208,2011-01-09 23:00:00,spring,0,0,clear,4.92,6.82,50,12.998,0,6,6,55.535844748858445,2011,January,Sunday
209,2011-01-10 00:00:00,spring,0,1,clear,4.92,6.06,50,19.0012,2,3,5,74.08584474885845,2011,January,Monday
210,2011-01-10 01:00:00,spring,0,1,clear,4.92,6.06,50,19.0012,1,0,1,23.073344748858446,2011,January,Monday
211,2011-01-10 02:00:00,spring,0,1,clear,4.92,6.06,50,15.0013,0,3,3,27.710844748858445,2011,January,Monday
212,2011-01-10 03:00:00,spring,0,1,clear,4.92,6.06,50,15.0013,0,1,1,9.160844748858448,2011,January,Monday
213,2011-01-10 04:00:00,spring,0,1,clear,4.1,6.06,54,8.9981,1,2,3,41.62334474885844,2011,January,Monday
214,2011-01-10 05:00:00,spring,0,1,clear,4.1,5.305,54,16.9979,0,3,3,27.710844748858445,2011,January,Monday
